User_ID,Age,Education_Level,Stream,Personality_Type,Preferred_Work_Style,Interest_Area,Logical_Score,Creative_Score,Communication_Score,Tech_Score,Math_Score,Biology_Score,Leadership_Score,Problem_Solving_Score,Risk_Taking_Level,Stress_Tolerance,Learning_Speed,Work_Preference,Recommended_Career,Why_Recommended,Steps_To_Achieve,Approx_Salary_India_2026,Top_Colleges_India,Demand_Level
5560,26,Undergraduate,Commerce,Organizer,Team,Finance,42,79,83,52,35,49,77,71,64,69,57,Office,Teacher,Strong communication and patience make an excellent educator.,1. B.Ed after graduation 2. CTET/TET exams 3. Master's in subject 4. NET for college teaching 5. Government/private schools,4-12 LPA,"NCERT, DU, BHU, Jamia, Amity",High
5561,26,Undergraduate,Science,Researcher,Team,Finance,72,70,76,62,81,51,51,73,42,69,74,Hybrid,Data Analyst,Strong math and logical aptitude drive data analysis proficiency.,"1. Learn SQL, Excel, Python 2. Tableau/Power BI 3. BCA/B.Tech/B.Sc Statistics 4. Data analytics certifications 5. IT/consulting/banking",6-16 LPA,"IITs, ISI, CMI, BITS, Symbiosis",High
5562,34,Postgraduate,Engineering,Innovator,Hybrid,Finance,77,61,73,79,89,53,90,80,52,58,71,Office,Robotics Engineer,Strong technical and mathematical aptitude suits robotics engineering.,1. B.Tech Mechanical/Electronics/CS 2. Robotics specialization 3. ROS/Python/MATLAB 4. Research projects 5. R&D labs/manufacturing,8-20 LPA,"IITs, NIT Trichy, BITS, IIST, IISc",High
5563,28,Postgraduate,Computer Science,Researcher,Independent,Business,77,57,66,73,86,42,46,70,47,69,58,Remote,Data Scientist,High math and analytical skills suit data science roles.,1. Learn Python/R & statistics 2. ML/AI courses 3. Kaggle projects 4. B.Tech/M.Tech/MCA 5. Join analytics firms,10-24 LPA,"IITs, IISc, IIIT-H, Manipal, Amity",High
5564,25,Postgraduate,Science,Organizer,Independent,Education,71,27,74,75,80,87,38,82,34,49,75,Field,Mechanical Engineer,Strong math and logical skills suit mechanical engineering roles.,1. B.Tech Mechanical 2. CAD/CAM skills 3. GATE for PSUs/M.Tech 4. Internships in manufacturing 5. BHEL/TATA/Maruti etc.,5-15 LPA,"IITs, NITs, VIT, Manipal, PEC",Medium
5565,21,Diploma,Arts,Creative,Independent,Design,72,77,86,16,86,48,95,57,82,52,49,Hybrid,Journalist,Strong communication and curiosity drive journalism success.,1. BA Mass Comm/Journalism 2. Internship at media house 3. Build portfolio 4. PG diploma optional 5. Print/TV/digital media,4-12 LPA,"IIMC, ACJ, Symbiosis, Jamia, Xavier's Mumbai",Medium
5566,25,Postgraduate,Science,Analytical,Hybrid,Technology,87,31,92,51,70,80,71,86,60,61,84,Field,Lawyer,Strong communication and logical reasoning are essential for law.,1. Clear CLAT/AILET 2. BA LLB (5 yrs) 3. Enroll at Bar Council 4. Internships 5. Law firms or judiciary,6-20 LPA,"NLSIU, NALSAR, NLU Delhi, NUJS, Symbiosis Law",Medium
5567,17,Diploma,Engineering,Creative,Team,Finance,47,82,53,90,75,48,16,72,50,58,75,Hybrid,Game Developer,Blend of creativity and technical skills is ideal for game development.,1. Learn Unity/Unreal Engine 2. C++/C# programming 3. B.Tech CS or B.Des 4. Build game portfolio 5. Gaming studios,6-16 LPA,"MAAC, Arena Animation, MIT-WPU, Amity, Whistling Woods",Medium
5568,27,Undergraduate,Science,Researcher,Hybrid,Design,94,14,80,41,74,75,64,72,61,63,79,Office,Pharmacist,Strong biology knowledge and attention to detail are key for pharmacy.,1. B.Pharm (4 yrs) 2. GPAT for M.Pharm 3. Drug store license 4. Internship in hospital 5. Hospital pharmacy/retail/pharma companies,4-12 LPA,"ICT Mumbai, Jamia Hamdard, JSS, Manipal, Amrita",Medium
5569,33,Postgraduate,Engineering,Organizer,Team,Law,73,50,40,82,81,56,53,72,52,45,83,Field,Mechanical Engineer,Strong math and logical skills suit mechanical engineering roles.,1. B.Tech Mechanical 2. CAD/CAM skills 3. GATE for PSUs/M.Tech 4. Internships in manufacturing 5. BHEL/TATA/Maruti etc.,5-15 LPA,"IITs, NITs, VIT, Manipal, PEC",Medium
5570,21,Undergraduate,Computer Science,Innovator,Team,Design,80,56,44,77,80,43,58,73,30,74,70,Field,Robotics Engineer,Strong technical and mathematical aptitude suits robotics engineering.,1. B.Tech Mechanical/Electronics/CS 2. Robotics specialization 3. ROS/Python/MATLAB 4. Research projects 5. R&D labs/manufacturing,8-20 LPA,"IITs, NIT Trichy, BITS, IIST, IISc",High
5571,35,Postgraduate,Science,Researcher,Hybrid,Technology,71,44,54,79,83,50,45,75,64,62,56,Office,Robotics Engineer,Strong technical and mathematical aptitude suits robotics engineering.,1. B.Tech Mechanical/Electronics/CS 2. Robotics specialization 3. ROS/Python/MATLAB 4. Research projects 5. R&D labs/manufacturing,8-20 LPA,"IITs, NIT Trichy, BITS, IIST, IISc",High
5572,26,Undergraduate,Arts,Creative,Independent,Education,62,92,63,71,57,28,17,68,48,47,77,Remote,Graphic Designer,Exceptional creative aptitude is the foundation for graphic design.,1. Learn Adobe Suite (PS/AI/ID) 2. B.Des or Diploma 3. Build design portfolio 4. Freelance projects 5. Design agencies/in-house teams,4-12 LPA,"NID, NIFT, Srishti, Pearl Academy, MIT-ID",Medium
5573,22,Undergraduate,Commerce,Leader,Hybrid,Business,13,55,89,23,72,62,71,70,38,83,54,Hybrid,HR Manager,Strong interpersonal and leadership skills are essential for HR roles.,1. BBA/BA 2. MBA HR 3. SHRM/XLRI certifications 4. HR internships 5. Corporate HR departments,6-16 LPA,"XLRI, TISS, IIMs, Symbiosis, Amity",Medium
5574,19,Undergraduate,Computer Science,Creative,Independent,Finance,76,84,71,65,35,31,42,68,40,68,63,Remote,UI/UX Designer,High creativity and user empathy are key for UI/UX design.,1. Learn Figma/Adobe XD 2. Study design principles 3. Build portfolio 4. B.Des/BCA 5. Join product companies,6-16 LPA,"NID, NIFT, Srishti, MIT-ID, Pearl Academy",High
5575,24,Undergraduate,Science,Researcher,Team,Design,16,13,75,5,46,90,67,83,59,85,61,Office,Doctor,High biology aptitude and stress tolerance suit the medical profession.,1. Score high in NEET 2. MBBS (5.5 yrs) 3. MD/MS specialization 4. Residency 5. Government/private hospitals,8-25 LPA,"AIIMS, CMC Vellore, JIPMER, MAMC, KMC",High
5576,26,Undergraduate,Computer Science,Innovator,Team,Healthcare,50,86,78,75,26,69,73,75,43,76,45,Hybrid,UI/UX Designer,High creativity and user empathy are key for UI/UX design.,1. Learn Figma/Adobe XD 2. Study design principles 3. Build portfolio 4. B.Des/BCA 5. Join product companies,6-16 LPA,"NID, NIFT, Srishti, MIT-ID, Pearl Academy",High
5577,28,Undergraduate,Engineering,Analytical,Team,Healthcare,91,17,33,84,62,46,83,82,52,47,58,Remote,Software Developer,Strong tech and logical skills align with software development.,1. Learn programming (Python/Java/C++) 2. Build projects 3. Internships 4. B.Tech/BCA degree 5. Apply to tech firms,8-20 LPA,"IITs, NITs, BITS Pilani, VIT, DTU",High
5578,30,Postgraduate,Engineering,Organizer,Hybrid,Healthcare,74,74,24,74,81,52,64,83,58,63,70,Office,Mechanical Engineer,Strong math and logical skills suit mechanical engineering roles.,1. B.Tech Mechanical 2. CAD/CAM skills 3. GATE for PSUs/M.Tech 4. Internships in manufacturing 5. BHEL/TATA/Maruti etc.,5-15 LPA,"IITs, NITs, VIT, Manipal, PEC",Medium
5579,22,Undergraduate,Arts,Researcher,Hybrid,Law,70,82,88,52,62,58,29,60,70,54,74,Field,Journalist,Strong communication and curiosity drive journalism success.,1. BA Mass Comm/Journalism 2. Internship at media house 3. Build portfolio 4. PG diploma optional 5. Print/TV/digital media,4-12 LPA,"IIMC, ACJ, Symbiosis, Jamia, Xavier's Mumbai",Medium
5580,23,Undergraduate,Arts,Helper,Team,Design,43,50,77,59,53,70,80,75,51,77,52,Office,Psychologist,"Empathy, communication, and analytical skills suit psychology.",1. BA/BSc Psychology 2. MA/MSc Psychology 3. MPhil Clinical Psych 4. RCI registration 5. Hospitals/NGOs/private practice,5-14 LPA,"NIMHANS, TISS, JNU, Christ University, Amity",Medium
5581,22,Postgraduate,Engineering,Innovator,Independent,Business,86,37,67,83,80,56,60,78,46,53,60,Remote,AI Engineer,Exceptional tech and math scores indicate AI engineering aptitude.,1. Master ML/DL frameworks 2. Research publications 3. M.Tech/MS AI 4. Contribute to open-source 5. Join AI labs,15-25 LPA,"IIT Bombay, IIT Delhi, IISc, IIIT-H, CMI",High
5582,21,Undergraduate,Arts,Innovator,Team,Healthcare,88,98,62,66,47,52,53,72,32,67,70,Remote,Graphic Designer,Exceptional creative aptitude is the foundation for graphic design.,1. Learn Adobe Suite (PS/AI/ID) 2. B.Des or Diploma 3. Build design portfolio 4. Freelance projects 5. Design agencies/in-house teams,4-12 LPA,"NID, NIFT, Srishti, Pearl Academy, MIT-ID",Medium
5583,28,Undergraduate,Engineering,Analytical,Independent,Design,79,60,47,77,44,58,61,67,51,73,58,Office,Network Engineer,Technical aptitude and problem-solving ability suit network engineering.,1. B.Tech CS/IT or BCA 2. CCNA/CCNP certifications 3. Networking fundamentals 4. Internship at ISPs/IT firms 5. Telecom companies,5-14 LPA,"NITs, VIT, Manipal, SRM, Amity",Medium
5584,22,Diploma,Engineering,Innovator,Team,Media,60,82,74,75,46,65,64,65,31,68,54,Remote,UI/UX Designer,High creativity and user empathy are key for UI/UX design.,1. Learn Figma/Adobe XD 2. Study design principles 3. Build portfolio 4. B.Des/BCA 5. Join product companies,6-16 LPA,"NID, NIFT, Srishti, MIT-ID, Pearl Academy",High
5585,15,High School,Commerce,Creative,Independent,Media,53,75,85,54,66,5,48,40,77,63,79,Hybrid,Content Creator,Creativity and communication skills fuel successful content creation.,1. Choose a niche 2. Learn video editing/writing 3. Build social media presence 4. Monetize via brand deals 5. Scale with team,4-15 LPA,"IIMC, Whistling Woods, SRFTI, Online platforms",High
5586,18,Diploma,Computer Science,Creative,Team,Design,55,88,77,75,32,44,48,75,58,56,64,Hybrid,Graphic Designer,Exceptional creative aptitude is the foundation for graphic design.,1. Learn Adobe Suite (PS/AI/ID) 2. B.Des or Diploma 3. Build design portfolio 4. Freelance projects 5. Design agencies/in-house teams,4-12 LPA,"NID, NIFT, Srishti, Pearl Academy, MIT-ID",Medium
5587,21,Undergraduate,Engineering,Analytical,Team,Media,83,7,52,65,85,67,40,88,35,71,71,Hybrid,Data Scientist,High math and analytical skills suit data science roles.,1. Learn Python/R & statistics 2. ML/AI courses 3. Kaggle projects 4. B.Tech/M.Tech/MCA 5. Join analytics firms,10-24 LPA,"IITs, IISc, IIIT-H, Manipal, Amity",High
5588,25,Postgraduate,Computer Science,Researcher,Hybrid,Finance,82,33,40,80,70,36,57,78,70,61,59,Remote,Data Analyst,Strong math and logical aptitude drive data analysis proficiency.,"1. Learn SQL, Excel, Python 2. Tableau/Power BI 3. BCA/B.Tech/B.Sc Statistics 4. Data analytics certifications 5. IT/consulting/banking",6-16 LPA,"IITs, ISI, CMI, BITS, Symbiosis",High
5589,33,Postgraduate,Arts,Helper,Hybrid,Law,52,44,91,42,27,63,64,70,58,78,64,Hybrid,Psychologist,"Empathy, communication, and analytical skills suit psychology.",1. BA/BSc Psychology 2. MA/MSc Psychology 3. MPhil Clinical Psych 4. RCI registration 5. Hospitals/NGOs/private practice,5-14 LPA,"NIMHANS, TISS, JNU, Christ University, Amity",Medium
5590,20,Undergraduate,Arts,Creative,Team,Business,79,83,95,43,54,28,44,38,75,52,56,Hybrid,Journalist,Strong communication and curiosity drive journalism success.,1. BA Mass Comm/Journalism 2. Internship at media house 3. Build portfolio 4. PG diploma optional 5. Print/TV/digital media,4-12 LPA,"IIMC, ACJ, Symbiosis, Jamia, Xavier's Mumbai",Medium
5591,24,Postgraduate,Engineering,Analytical,Team,Education,70,41,77,86,75,83,39,75,45,53,46,Hybrid,Cloud Engineer,Tech aptitude and problem-solving suit cloud infrastructure roles.,1. AWS/Azure/GCP certifications 2. Learn DevOps tools 3. B.Tech CS/IT 4. Cloud internships 5. Join cloud teams,8-20 LPA,"NITs, VIT, BITS, Thapar, Manipal",High
5592,25,Postgraduate,Computer Science,Innovator,Hybrid,Technology,82,60,48,87,72,10,31,81,37,65,80,Hybrid,Software Developer,Strong tech and logical skills align with software development.,1. Learn programming (Python/Java/C++) 2. Build projects 3. Internships 4. B.Tech/BCA degree 5. Apply to tech firms,8-20 LPA,"IITs, NITs, BITS Pilani, VIT, DTU",High
5593,35,Postgraduate,Computer Science,Organizer,Hybrid,Technology,89,42,70,67,72,15,58,73,54,79,63,Office,Business Analyst,Logical reasoning and communication skills align with business analysis.,1. BBA/B.Tech 2. MBA or BA certifications 3. SQL & Excel skills 4. Internships in consulting 5. IT/consulting firms,7-18 LPA,"IIMs, XLRI, Symbiosis, NMIMS, SP Jain",High
5594,26,Postgraduate,Science,Researcher,Team,Technology,26,44,84,75,36,69,84,80,42,84,66,Office,Psychologist,"Empathy, communication, and analytical skills suit psychology.",1. BA/BSc Psychology 2. MA/MSc Psychology 3. MPhil Clinical Psych 4. RCI registration 5. Hospitals/NGOs/private practice,5-14 LPA,"NIMHANS, TISS, JNU, Christ University, Amity",Medium
5595,23,Postgraduate,Engineering,Innovator,Team,Education,42,77,79,67,19,39,86,67,100,47,58,Hybrid,Entrepreneur,High leadership and risk-taking aptitude are ideal for entrepreneurship.,1. Identify market gap 2. Build MVP 3. Seek funding (angel/VC) 4. MBA helpful 5. Join startup ecosystem,Variable 5-25 LPA,"IITs, IIMs, ISB, BITS, NID",High
5596,23,Undergraduate,Arts,Innovator,Team,Education,53,86,65,72,78,53,75,62,55,57,65,Remote,Graphic Designer,Exceptional creative aptitude is the foundation for graphic design.,1. Learn Adobe Suite (PS/AI/ID) 2. B.Des or Diploma 3. Build design portfolio 4. Freelance projects 5. Design agencies/in-house teams,4-12 LPA,"NID, NIFT, Srishti, Pearl Academy, MIT-ID",Medium
5597,23,Undergraduate,Commerce,Leader,Hybrid,Business,55,74,76,81,28,42,87,79,86,52,63,Hybrid,Entrepreneur,High leadership and risk-taking aptitude are ideal for entrepreneurship.,1. Identify market gap 2. Build MVP 3. Seek funding (angel/VC) 4. MBA helpful 5. Join startup ecosystem,Variable 5-25 LPA,"IITs, IIMs, ISB, BITS, NID",High
5598,24,Diploma,Computer Science,Innovator,Team,Finance,66,93,79,57,61,49,5,75,51,71,57,Remote,UI/UX Designer,High creativity and user empathy are key for UI/UX design.,1. Learn Figma/Adobe XD 2. Study design principles 3. Build portfolio 4. B.Des/BCA 5. Join product companies,6-16 LPA,"NID, NIFT, Srishti, MIT-ID, Pearl Academy",High
5599,19,Undergraduate,Computer Science,Creative,Hybrid,Healthcare,86,95,70,56,78,9,24,57,40,76,72,Hybrid,Graphic Designer,Exceptional creative aptitude is the foundation for graphic design.,1. Learn Adobe Suite (PS/AI/ID) 2. B.Des or Diploma 3. Build design portfolio 4. Freelance projects 5. Design agencies/in-house teams,4-12 LPA,"NID, NIFT, Srishti, Pearl Academy, MIT-ID",Medium
5600,22,Undergraduate,Arts,Helper,Independent,Business,18,53,81,61,33,42,70,70,59,82,67,Field,Teacher,Strong communication and patience make an excellent educator.,1. B.Ed after graduation 2. CTET/TET exams 3. Master's in subject 4. NET for college teaching 5. Government/private schools,4-12 LPA,"NCERT, DU, BHU, Jamia, Amity",High
5601,17,Diploma,Engineering,Creative,Independent,Finance,35,79,69,80,65,30,63,75,48,46,69,Hybrid,Game Developer,Blend of creativity and technical skills is ideal for game development.,1. Learn Unity/Unreal Engine 2. C++/C# programming 3. B.Tech CS or B.Des 4. Build game portfolio 5. Gaming studios,6-16 LPA,"MAAC, Arena Animation, MIT-WPU, Amity, Whistling Woods",Medium
5602,31,Postgraduate,Engineering,Innovator,Team,Technology,77,62,47,87,66,41,64,80,67,56,67,Hybrid,Software Developer,Strong tech and logical skills align with software development.,1. Learn programming (Python/Java/C++) 2. Build projects 3. Internships 4. B.Tech/BCA degree 5. Apply to tech firms,8-20 LPA,"IITs, NITs, BITS Pilani, VIT, DTU",High
5603,29,Postgraduate,Commerce,Organizer,Team,Healthcare,79,71,91,73,87,67,66,75,73,50,66,Hybrid,Financial Analyst,Strong math and analytical skills are vital for financial analysis.,1. B.Com/BBA Finance 2. CFA/CFP certifications 3. MBA Finance 4. Excel/Bloomberg proficiency 5. Banks/investment firms,7-20 LPA,"SRCC, NISM, IIMs, SP Jain, NMIMS",High
5604,25,Undergraduate,Arts,Helper,Independent,Finance,40,38,80,25,68,72,49,71,30,78,62,Hybrid,Psychologist,"Empathy, communication, and analytical skills suit psychology.",1. BA/BSc Psychology 2. MA/MSc Psychology 3. MPhil Clinical Psych 4. RCI registration 5. Hospitals/NGOs/private practice,5-14 LPA,"NIMHANS, TISS, JNU, Christ University, Amity",Medium
5605,26,Postgraduate,Commerce,Researcher,Hybrid,Media,74,59,41,78,83,29,35,82,52,66,71,Hybrid,Data Analyst,Strong math and logical aptitude drive data analysis proficiency.,"1. Learn SQL, Excel, Python 2. Tableau/Power BI 3. BCA/B.Tech/B.Sc Statistics 4. Data analytics certifications 5. IT/consulting/banking",6-16 LPA,"IITs, ISI, CMI, BITS, Symbiosis",High
5606,26,Undergraduate,Engineering,Innovator,Team,Design,82,75,91,78,66,39,50,75,49,63,67,Hybrid,Game Developer,Blend of creativity and technical skills is ideal for game development.,1. Learn Unity/Unreal Engine 2. C++/C# programming 3. B.Tech CS or B.Des 4. Build game portfolio 5. Gaming studios,6-16 LPA,"MAAC, Arena Animation, MIT-WPU, Amity, Whistling Woods",Medium
5607,17,Diploma,Computer Science,Creative,Independent,Business,65,67,84,65,37,47,7,69,71,71,79,Remote,Digital Marketer,Creative communication skills and analytical thinking drive digital marketing.,1. Learn SEO/SEM & social media 2. Google/Meta certifications 3. BBA/MBA Marketing 4. Build campaigns 5. Marketing agencies,4-14 LPA,"MICA, IIMK, Symbiosis, Amity, NMIMS",High
5608,25,Undergraduate,Engineering,Innovator,Hybrid,Media,79,59,25,88,70,42,64,85,46,71,54,Hybrid,Software Developer,Strong tech and logical skills align with software development.,1. Learn programming (Python/Java/C++) 2. Build projects 3. Internships 4. B.Tech/BCA degree 5. Apply to tech firms,8-20 LPA,"IITs, NITs, BITS Pilani, VIT, DTU",High
5609,26,Postgraduate,Computer Science,Innovator,Independent,Law,72,48,44,82,62,24,49,86,50,56,72,Hybrid,Cloud Engineer,Tech aptitude and problem-solving suit cloud infrastructure roles.,1. AWS/Azure/GCP certifications 2. Learn DevOps tools 3. B.Tech CS/IT 4. Cloud internships 5. Join cloud teams,8-20 LPA,"NITs, VIT, BITS, Thapar, Manipal",High
5610,35,Postgraduate,Science,Analytical,Hybrid,Finance,79,34,76,61,83,14,72,76,62,52,67,Office,Civil Engineer,Mathematical aptitude and problem solving are core for civil engineering.,1. B.Tech Civil Engineering 2. AutoCAD/STAAD skills 3. GATE for PSUs 4. Site experience 5. CPWD/NHAI/private construction,5-15 LPA,"IITs, NITs, BITS, Jadavpur, Anna University",Medium
5611,17,Diploma,Arts,Leader,Team,Design,61,67,81,5,27,85,78,59,69,40,57,Hybrid,Digital Marketer,Creative communication skills and analytical thinking drive digital marketing.,1. Learn SEO/SEM & social media 2. Google/Meta certifications 3. BBA/MBA Marketing 4. Build campaigns 5. Marketing agencies,4-14 LPA,"MICA, IIMK, Symbiosis, Amity, NMIMS",High
5612,30,Postgraduate,Computer Science,Innovator,Independent,Design,88,68,43,83,95,48,84,75,51,79,61,Hybrid,AI Engineer,Exceptional tech and math scores indicate AI engineering aptitude.,1. Master ML/DL frameworks 2. Research publications 3. M.Tech/MS AI 4. Contribute to open-source 5. Join AI labs,15-25 LPA,"IIT Bombay, IIT Delhi, IISc, IIIT-H, CMI",High
5613,20,Undergraduate,Engineering,Analytical,Team,Design,69,80,59,69,76,53,37,83,62,58,59,Field,Civil Engineer,Mathematical aptitude and problem solving are core for civil engineering.,1. B.Tech Civil Engineering 2. AutoCAD/STAAD skills 3. GATE for PSUs 4. Site experience 5. CPWD/NHAI/private construction,5-15 LPA,"IITs, NITs, BITS, Jadavpur, Anna University",Medium
5614,22,Undergraduate,Engineering,Innovator,Team,Education,82,39,19,94,85,53,29,87,42,58,73,Remote,AI Engineer,Exceptional tech and math scores indicate AI engineering aptitude.,1. Master ML/DL frameworks 2. Research publications 3. M.Tech/MS AI 4. Contribute to open-source 5. Join AI labs,15-25 LPA,"IIT Bombay, IIT Delhi, IISc, IIIT-H, CMI",High
5615,30,Postgraduate,Science,Researcher,Independent,Education,72,15,86,41,86,71,61,71,68,95,85,Office,Psychologist,"Empathy, communication, and analytical skills suit psychology.",1. BA/BSc Psychology 2. MA/MSc Psychology 3. MPhil Clinical Psych 4. RCI registration 5. Hospitals/NGOs/private practice,5-14 LPA,"NIMHANS, TISS, JNU, Christ University, Amity",Medium
5616,24,Postgraduate,Science,Researcher,Hybrid,Law,5,44,65,5,72,84,68,76,36,67,54,Field,Pharmacist,Strong biology knowledge and attention to detail are key for pharmacy.,1. B.Pharm (4 yrs) 2. GPAT for M.Pharm 3. Drug store license 4. Internship in hospital 5. Hospital pharmacy/retail/pharma companies,4-12 LPA,"ICT Mumbai, Jamia Hamdard, JSS, Manipal, Amrita",Medium
5617,20,Undergraduate,Science,Researcher,Independent,Media,44,67,81,71,37,99,48,83,50,82,67,Office,Doctor,High biology aptitude and stress tolerance suit the medical profession.,1. Score high in NEET 2. MBBS (5.5 yrs) 3. MD/MS specialization 4. Residency 5. Government/private hospitals,8-25 LPA,"AIIMS, CMC Vellore, JIPMER, MAMC, KMC",High
5618,22,Undergraduate,Engineering,Analytical,Independent,Education,88,40,34,87,86,62,33,73,44,58,54,Remote,Data Scientist,High math and analytical skills suit data science roles.,1. Learn Python/R & statistics 2. ML/AI courses 3. Kaggle projects 4. B.Tech/M.Tech/MCA 5. Join analytics firms,10-24 LPA,"IITs, IISc, IIIT-H, Manipal, Amity",High
5619,31,Postgraduate,Arts,Leader,Independent,Design,40,33,81,36,48,33,75,74,55,88,68,Office,HR Manager,Strong interpersonal and leadership skills are essential for HR roles.,1. BBA/BA 2. MBA HR 3. SHRM/XLRI certifications 4. HR internships 5. Corporate HR departments,6-16 LPA,"XLRI, TISS, IIMs, Symbiosis, Amity",Medium
5620,22,Undergraduate,Engineering,Innovator,Independent,Technology,56,79,70,28,70,63,80,29,75,74,65,Hybrid,Entrepreneur,High leadership and risk-taking aptitude are ideal for entrepreneurship.,1. Identify market gap 2. Build MVP 3. Seek funding (angel/VC) 4. MBA helpful 5. Join startup ecosystem,Variable 5-25 LPA,"IITs, IIMs, ISB, BITS, NID",High
5621,17,High School,Commerce,Analytical,Hybrid,Technology,77,65,33,37,98,60,86,81,54,72,74,Office,Chartered Accountant,Exceptional math and logical skills are core to chartered accountancy.,1. Enroll in ICAI CA Foundation 2. CA Intermediate 3. Articleship (3 yrs) 4. CA Final 5. Practice or join Big 4,7-22 LPA,"ICAI, SRCC, Christ University, Loyola, St. Xaviers",High
5622,27,Undergraduate,Computer Science,Organizer,Independent,Media,76,39,44,77,44,58,10,76,53,73,60,Remote,DevOps Engineer,Tech skills combined with organization aptitude fit DevOps workflows.,1. Learn Linux & scripting 2. Docker/Kubernetes 3. CI/CD pipelines 4. B.Tech IT/CS 5. Work in product companies,8-18 LPA,"NITs, VIT, Pune University, KIIT, SRM",High
5623,25,Postgraduate,Engineering,Researcher,Team,Technology,84,67,57,80,90,43,16,82,38,53,72,Field,Robotics Engineer,Strong technical and mathematical aptitude suits robotics engineering.,1. B.Tech Mechanical/Electronics/CS 2. Robotics specialization 3. ROS/Python/MATLAB 4. Research projects 5. R&D labs/manufacturing,8-20 LPA,"IITs, NIT Trichy, BITS, IIST, IISc",High
5624,22,Diploma,Commerce,Creative,Hybrid,Education,58,75,82,64,54,26,5,47,64,47,73,Remote,Digital Marketer,Creative communication skills and analytical thinking drive digital marketing.,1. Learn SEO/SEM & social media 2. Google/Meta certifications 3. BBA/MBA Marketing 4. Build campaigns 5. Marketing agencies,4-14 LPA,"MICA, IIMK, Symbiosis, Amity, NMIMS",High
5625,20,Undergraduate,Computer Science,Organizer,Independent,Healthcare,68,43,88,79,56,31,93,73,47,84,63,Remote,DevOps Engineer,Tech skills combined with organization aptitude fit DevOps workflows.,1. Learn Linux & scripting 2. Docker/Kubernetes 3. CI/CD pipelines 4. B.Tech IT/CS 5. Work in product companies,8-18 LPA,"NITs, VIT, Pune University, KIIT, SRM",High
5626,29,Postgraduate,Engineering,Organizer,Team,Business,83,27,78,34,75,40,94,80,61,49,65,Office,Business Analyst,Logical reasoning and communication skills align with business analysis.,1. BBA/B.Tech 2. MBA or BA certifications 3. SQL & Excel skills 4. Internships in consulting 5. IT/consulting firms,7-18 LPA,"IIMs, XLRI, Symbiosis, NMIMS, SP Jain",High
5627,28,Undergraduate,Commerce,Organizer,Team,Healthcare,77,95,75,15,78,35,52,71,49,46,64,Office,Business Analyst,Logical reasoning and communication skills align with business analysis.,1. BBA/B.Tech 2. MBA or BA certifications 3. SQL & Excel skills 4. Internships in consulting 5. IT/consulting firms,7-18 LPA,"IIMs, XLRI, Symbiosis, NMIMS, SP Jain",High
5628,28,Postgraduate,Arts,Innovator,Hybrid,Finance,44,87,45,62,73,29,5,73,50,66,59,Field,Architect,Creative vision combined with mathematical aptitude suits architecture.,1. Clear NATA/JEE 2. B.Arch (5 yrs) 3. AutoCAD/Revit skills 4. Internship with firms 5. Council of Architecture registration,5-16 LPA,"SPA Delhi, CEPT, IIT Kharagpur, Chandigarh College of Arch, RVCA",Medium
5629,24,Diploma,Commerce,Researcher,Independent,Media,64,81,89,62,56,88,54,94,76,62,73,Hybrid,Journalist,Strong communication and curiosity drive journalism success.,1. BA Mass Comm/Journalism 2. Internship at media house 3. Build portfolio 4. PG diploma optional 5. Print/TV/digital media,4-12 LPA,"IIMC, ACJ, Symbiosis, Jamia, Xavier's Mumbai",Medium
5630,23,Undergraduate,Commerce,Leader,Team,Media,49,79,75,39,60,29,75,92,70,48,85,Hybrid,Marketing Manager,Creative leadership and communication drive marketing management.,1. BBA/BA 2. MBA Marketing 3. Digital marketing skills 4. Brand management experience 5. FMCG/e-commerce/media,8-20 LPA,"MICA, IIM-A, XLRI, NMIMS, Amity",High
5631,18,Undergraduate,Arts,Helper,Team,Business,36,65,81,45,65,48,84,69,63,81,56,Office,HR Manager,Strong interpersonal and leadership skills are essential for HR roles.,1. BBA/BA 2. MBA HR 3. SHRM/XLRI certifications 4. HR internships 5. Corporate HR departments,6-16 LPA,"XLRI, TISS, IIMs, Symbiosis, Amity",Medium
5632,18,Diploma,Commerce,Creative,Team,Business,38,83,88,26,46,49,62,42,81,40,80,Remote,Content Creator,Creativity and communication skills fuel successful content creation.,1. Choose a niche 2. Learn video editing/writing 3. Build social media presence 4. Monetize via brand deals 5. Scale with team,4-15 LPA,"IIMC, Whistling Woods, SRFTI, Online platforms",High
5633,19,Undergraduate,Computer Science,Researcher,Independent,Media,82,38,37,71,93,66,50,86,34,46,45,Remote,Data Scientist,High math and analytical skills suit data science roles.,1. Learn Python/R & statistics 2. ML/AI courses 3. Kaggle projects 4. B.Tech/M.Tech/MCA 5. Join analytics firms,10-24 LPA,"IITs, IISc, IIIT-H, Manipal, Amity",High
5634,26,Undergraduate,Computer Science,Analytical,Independent,Law,84,46,63,83,84,34,14,76,43,61,61,Remote,Data Scientist,High math and analytical skills suit data science roles.,1. Learn Python/R & statistics 2. ML/AI courses 3. Kaggle projects 4. B.Tech/M.Tech/MCA 5. Join analytics firms,10-24 LPA,"IITs, IISc, IIIT-H, Manipal, Amity",High
